"transaction_id","customer_id","age","gender","marital_status","income","store_id","store_name","group_store","type","latitude","longitude","product_id","product_name","price","date","qty","price-2","total_amount"
"TR57125",353,25,0,"Single    ","1.32",12,"Prestasi Utama      ","Prestasi            ","General Trade       ","-2990934","104756554","P9","Yoghurt             ","10000","2022-06-26",3,"10000","30000"
"TR61555",285,20,0,"Single    ","0",10,"Harapan Baru        ","Harapan Baru        ","General Trade       ","3597031","98678513","P10","Cheese Stick        ","15000","2022-06-26",1,"15000","15000"
"TR74178",92,60,0,"Married   ","10.72",5,"Bonafid             ","Gita                ","General Trade       ","-7250445","112768845","P5","Thai Tea            ","4200","2022-06-26",4,"4200","16800"
"TR77285",238,26,0,"Single    ","6.61",9,"Lingga              ","Lingga              ","Modern Trade        ","-3654703","128190643","P2","Ginger Candy        ","3200","2022-06-26",7,"3200","22400"
"TR77373",191,35,1,"Married   ","8.3",4,"Gita Ginara         ","Gita                ","General Trade       ","-6966667","110416664","P1","Choco Bar           ","8800","2022-06-26",6,"8800","52800"
"TR1203",417,47,1,"Married   ","12.75",1,"Prima Tendean       ","Prima               ","Modern Trade        ","-6.2","106816666","P9","Yoghurt             ","10000","2022-06-27",7,"10000","70000"
"TR13021",42,60,0,"Married   ","10.28",10,"Harapan Baru        ","Harapan Baru        ","General Trade       ","3597031","98678513","P3","Crackers            ","7500","2022-06-27",4,"7500","30000"
"TR17185",209,47,0,"Single    ","2.55",13,"Buana               ","Buana               ","General Trade       ","-126916","116825264","P1","Choco Bar           ","8800","2022-06-27",3,"8800","26400"
"TR42701",377,53,0,"Single    ","10.39",2,"Prima Kelapa Dua    ","Prima               ","Modern Trade        ","-6914864","107608238","P5","Thai Tea            ","4200","2022-06-27",3,"4200","12600"
"TR43661",204,53,0,"Married   ","9.46",7,"Buana Indah         ","Buana               ","General Trade       ","3316694","114590111","P2","Ginger Candy        ","3200","2022-06-27",5,"3200","16000"
"TR57301",141,65,1,"Married   ","9.94",12,"Prestasi Utama      ","Prestasi            ","General Trade       ","-2990934","104756554","P1","Choco Bar           ","8800","2022-06-27",3,"8800","26400"
"TR60853",91,59,0,"Married   ","9.85",14,"Priangan            ","Priangan            ","Modern Trade        ","-5.45","10526667","P4","Potato Chip         ","12000","2022-06-27",5,"12000","60000"
"TR62432",331,54,0,"Married   ","16.19",7,"Buana Indah         ","Buana               ","General Trade       ","3316694","114590111","P4","Potato Chip         ","12000","2022-06-27",1,"12000","12000"
"TR64572",262,34,1,"Married   ","5.61",11,"Sinar Harapan       ","Prestasi            ","General Trade       ","0.533505","101447403","P4","Potato Chip         ","12000","2022-06-27",3,"12000","36000"
"TR67368",170,36,0,"Married   ","7.55",6,"Lingga              ","Lingga              ","Modern Trade        ","-5135399","11942379","P8","Oat                 ","16000","2022-06-27",1,"16000","16000"
"TR70430",132,41,0,"Married   ","17.69",12,"Prestasi Utama      ","Prestasi            ","General Trade       ","-2990934","104756554","P9","Yoghurt             ","10000","2022-06-27",7,"10000","70000"
"TR72548",275,41,0,"Married   ","15.33",14,"Priangan            ","Priangan            ","Modern Trade        ","-5.45","10526667","P7","Coffee Candy        ","9400","2022-06-27",5,"9400","47000"
"TR72720",6,23,0,"Married   ","2.33",12,"Prestasi Utama      ","Prestasi            ","General Trade       ","-2990934","104756554","P4","Potato Chip         ","12000","2022-06-27",3,"12000","36000"
"TR86196",282,55,0,"Married   ","11.38",3,"Prima Kota          ","Prima               ","Modern Trade        ","-7797068","110370529","P10","Cheese Stick        ","15000","2022-06-27",3,"15000","45000"
"TR96799",129,35,1,"Single    ","10.46",9,"Lingga              ","Lingga              ","Modern Trade        ","-3654703","128190643","P10","Cheese Stick        ","15000","2022-06-27",5,"15000","75000"
"TR98043",385,41,1,"Married   ","15.84",11,"Sinar Harapan       ","Prestasi            ","General Trade       ","0.533505","101447403","P2","Ginger Candy        ","3200","2022-06-27",7,"3200","22400"
"TR16709",325,37,0,"Single    ","3.25",8,"Sinar Harapan       ","Harapan Baru        ","General Trade       ","554829","95323753","P3","Crackers            ","7500","2022-06-28",1,"7500","7500"
"TR19486",229,32,0,"Married   ","10.17",6,"Lingga              ","Lingga              ","Modern Trade        ","-5135399","11942379","P7","Coffee Candy        ","9400","2022-06-28",3,"9400","28200"
"TR19961",338,46,1,"Married   ","5.12",14,"Priangan            ","Priangan            ","Modern Trade        ","-5.45","10526667","P6","Cashew              ","18000","2022-06-28",1,"18000","18000"
"TR238",196,34,0,"Married   ","3.17",3,"Prima Kota          ","Prima               ","Modern Trade        ","-7797068","110370529","P8","Oat                 ","16000","2022-06-28",1,"16000","16000"
"TR37278",274,48,0,"Married   ","11.99",11,"Sinar Harapan       ","Prestasi            ","General Trade       ","0.533505","101447403","P1","Choco Bar           ","8800","2022-06-28",3,"8800","26400"
"TR39399",423,22,0,"Married   ","3.55",14,"Priangan            ","Priangan            ","Modern Trade        ","-5.45","10526667","P1","Choco Bar           ","8800","2022-06-28",4,"8800","35200"
"TR49358",108,25,0,"Single    ","6.87",5,"Bonafid             ","Gita                ","General Trade       ","-7250445","112768845","P5","Thai Tea            ","4200","2022-06-28",2,"4200","8400"
"TR62976",30,37,1,"Single    ","2.26",10,"Harapan Baru        ","Harapan Baru        ","General Trade       ","3597031","98678513","P2","Ginger Candy        ","3200","2022-06-28",5,"3200","16000"
"TR63083",344,47,1,"Married   ","5.63",12,"Prestasi Utama      ","Prestasi            ","General Trade       ","-2990934","104756554","P9","Yoghurt             ","10000","2022-06-28",1,"10000","10000"
"TR6685",159,53,1,"Married   ","13.65",10,"Harapan Baru        ","Harapan Baru        ","General Trade       ","3597031","98678513","P8","Oat                 ","16000","2022-06-28",1,"16000","16000"
"TR68225",423,22,0,"Married   ","3.55",4,"Gita Ginara         ","Gita                ","General Trade       ","-6966667","110416664","P9","Yoghurt             ","10000","2022-06-28",5,"10000","50000"
"TR84116",160,48,1,"Married   ","12.57",12,"Prestasi Utama      ","Prestasi            ","General Trade       ","-2990934","104756554","P2","Ginger Candy        ","3200","2022-06-28",7,"3200","22400"
"TR98640",407,53,1,"Married   ","9.27",9,"Lingga              ","Lingga              ","Modern Trade        ","-3654703","128190643","P10","Cheese Stick        ","15000","2022-06-28",5,"15000","75000"
"TR99591",22,34,0,"Single    ","9.91",10,"Harapan Baru        ","Harapan Baru        ","General Trade       ","3597031","98678513","P6","Cashew              ","18000","2022-06-28",3,"18000","54000"
"TR17593",362,25,0,"Single    ","7.47",7,"Buana Indah         ","Buana               ","General Trade       ","3316694","114590111","P5","Thai Tea            ","4200","2022-06-29",3,"4200","12600"
"TR21396",429,37,1,"Married   ","8.97",2,"Prima Kelapa Dua    ","Prima               ","Modern Trade        ","-6914864","107608238","P4","Potato Chip         ","12000","2022-06-29",4,"12000","48000"
"TR24709",245,26,1,"Married   ","4.58",5,"Bonafid             ","Gita                ","General Trade       ","-7250445","112768845","P9","Yoghurt             ","10000","2022-06-29",4,"10000","40000"
"TR39547",414,21,1,"Single    ","0.74",14,"Priangan            ","Priangan            ","Modern Trade        ","-5.45","10526667","P9","Yoghurt             ","10000","2022-06-29",4,"10000","40000"
"TR53622",87,44,1,"Married   ","9.57",5,"Bonafid             ","Gita                ","General Trade       ","-7250445","112768845","P1","Choco Bar           ","8800","2022-06-29",10,"8800","88000"
"TR54358",31,38,0,"Married   ","9.61",1,"Prima Tendean       ","Prima               ","Modern Trade        ","-6.2","106816666","P1","Choco Bar           ","8800","2022-06-29",2,"8800","17600"
"TR58644",33,53,0,"Married   ","17.11",6,"Lingga              ","Lingga              ","Modern Trade        ","-5135399","11942379","P9","Yoghurt             ","10000","2022-06-29",7,"10000","70000"
"TR65558",95,52,0,"Married   ","17.42",13,"Buana               ","Buana               ","General Trade       ","-126916","116825264","P4","Potato Chip         ","12000","2022-06-29",2,"12000","24000"
"TR97919",401,45,0,"Married   ","4.08",2,"Prima Kelapa Dua    ","Prima               ","Modern Trade        ","-6914864","107608238","P3","Crackers            ","7500","2022-06-29",4,"7500","30000"
"TR15114",49,44,1,"Married   ","13.48",8,"Sinar Harapan       ","Harapan Baru        ","General Trade       ","554829","95323753","P4","Potato Chip         ","12000","2022-06-30",3,"12000","36000"
"TR28535",298,38,1,"Married   ","8.99",7,"Buana Indah         ","Buana               ","General Trade       ","3316694","114590111","P4","Potato Chip         ","12000","2022-06-30",2,"12000","24000"
"TR29538",377,53,0,"Single    ","10.39",3,"Prima Kota          ","Prima               ","Modern Trade        ","-7797068","110370529","P5","Thai Tea            ","4200","2022-06-30",2,"4200","8400"
"TR35997",83,34,1,"Married   ","10.88",12,"Prestasi Utama      ","Prestasi            ","General Trade       ","-2990934","104756554","P6","Cashew              ","18000","2022-06-30",1,"18000","18000"
"TR37281",44,40,0,"Married   ","10.65",6,"Lingga              ","Lingga              ","Modern Trade        ","-5135399","11942379","P10","Cheese Stick        ","15000","2022-06-30",3,"15000","45000"
"TR46876",108,25,0,"Single    ","6.87",13,"Buana               ","Buana               ","General Trade       ","-126916","116825264","P7","Coffee Candy        ","9400","2022-06-30",6,"9400","56400"
"TR49903",439,35,0,"Single    ","12.34",8,"Sinar Harapan       ","Harapan Baru        ","General Trade       ","554829","95323753","P5","Thai Tea            ","4200","2022-06-30",4,"4200","16800"
"TR63810",44,40,0,"Married   ","10.65",4,"Gita Ginara         ","Gita                ","General Trade       ","-6966667","110416664","P5","Thai Tea            ","4200","2022-06-30",4,"4200","16800"
"TR76052",262,34,1,"Married   ","5.61",3,"Prima Kota          ","Prima               ","Modern Trade        ","-7797068","110370529","P8","Oat                 ","16000","2022-06-30",2,"16000","32000"
"TR13063",242,56,1,"Married   ","6.98",10,"Harapan Baru        ","Harapan Baru        ","General Trade       ","3597031","98678513","P5","Thai Tea            ","4200","2022-07-01",3,"4200","12600"
"TR13980",306,49,0,"Married   ","16.52",12,"Prestasi Utama      ","Prestasi            ","General Trade       ","-2990934","104756554","P5","Thai Tea            ","4200","2022-07-01",2,"4200","8400"
"TR14209",109,35,1,"Married   ","10.04",5,"Bonafid             ","Gita                ","General Trade       ","-7250445","112768845","P7","Coffee Candy        ","9400","2022-07-01",3,"9400","28200"
"TR15338",168,27,0,"Married   ","4.88",10,"Harapan Baru        ","Harapan Baru        ","General Trade       ","3597031","98678513","P9","Yoghurt             ","10000","2022-07-01",7,"10000","70000"
"TR18491",122,26,1,"Single    ","0.14",12,"Prestasi Utama      ","Prestasi            ","General Trade       ","-2990934","104756554","P8","Oat                 ","16000","2022-07-01",1,"16000","16000"
"TR20122",396,36,1,"Married   ","9.18",2,"Prima Kelapa Dua    ","Prima               ","Modern Trade        ","-6914864","107608238","P3","Crackers            ","7500","2022-07-01",3,"7500","22500"
"TR26498",14,58,1,"Married   ","10.18",10,"Harapan Baru        ","Harapan Baru        ","General Trade       ","3597031","98678513","P9","Yoghurt             ","10000","2022-07-01",5,"10000","50000"
"TR27011",390,20,1,"Single    ","3.7",5,"Bonafid             ","Gita                ","General Trade       ","-7250445","112768845","P3","Crackers            ","7500","2022-07-01",4,"7500","30000"
"TR35672",63,58,0,"Married   ","10.78",11,"Sinar Harapan       ","Prestasi            ","General Trade       ","0.533505","101447403","P10","Cheese Stick        ","15000","2022-07-01",3,"15000","45000"
"TR36833",41,51,0,"Married   ","16.42",14,"Priangan            ","Priangan            ","Modern Trade        ","-5.45","10526667","P3","Crackers            ","7500","2022-07-01",2,"7500","15000"
"TR4110",445,51,0,"Married   ","14.48",1,"Prima Tendean       ","Prima               ","Modern Trade        ","-6.2","106816666","P2","Ginger Candy        ","3200","2022-07-01",7,"3200","22400"
"TR43466",118,20,1,"Single    ","3.28",13,"Buana               ","Buana               ","General Trade       ","-126916","116825264","P8","Oat                 ","16000","2022-07-01",1,"16000","16000"
"TR44592",238,26,0,"Single    ","6.61",8,"Sinar Harapan       ","Harapan Baru        ","General Trade       ","554829","95323753","P4","Potato Chip         ","12000","2022-07-01",3,"12000","36000"
"TR46432",335,29,1,"Single    ","4.74",9,"Lingga              ","Lingga              ","Modern Trade        ","-3654703","128190643","P3","Crackers            ","7500","2022-07-01",1,"7500","7500"
"TR5410",94,53,0,"Married   ","12.94",3,"Prima Kota          ","Prima               ","Modern Trade        ","-7797068","110370529","P2","Ginger Candy        ","3200","2022-07-01",7,"3200","22400"
"TR60066",251,45,1,"Married   ","3.38",7,"Buana Indah         ","Buana               ","General Trade       ","3316694","114590111","P10","Cheese Stick        ","15000","2022-07-01",4,"15000","60000"
"TR60222",206,68,0,"Married   ","8.3",5,"Bonafid             ","Gita                ","General Trade       ","-7250445","112768845","P9","Yoghurt             ","10000","2022-07-01",5,"10000","50000"
"TR60228",1,55,1,"Married   ","5.12",9,"Lingga              ","Lingga              ","Modern Trade        ","-3654703","128190643","P3","Crackers            ","7500","2022-07-01",5,"7500","37500"
"TR68742",214,52,0,"Married   ","13.14",11,"Sinar Harapan       ","Prestasi            ","General Trade       ","0.533505","101447403","P2","Ginger Candy        ","3200","2022-07-01",7,"3200","22400"
"TR71131",87,44,1,"Married   ","9.57",8,"Sinar Harapan       ","Harapan Baru        ","General Trade       ","554829","95323753","P9","Yoghurt             ","10000","2022-07-01",5,"10000","50000"
"TR72787",293,54,0,"Married   ","10.4",2,"Prima Kelapa Dua    ","Prima               ","Modern Trade        ","-6914864","107608238","P8","Oat                 ","16000","2022-07-01",1,"16000","16000"
"TR77432",431,40,1,"Married   ","9.51",11,"Sinar Harapan       ","Prestasi            ","General Trade       ","0.533505","101447403","P7","Coffee Candy        ","9400","2022-07-01",2,"9400","18800"
"TR79479",107,38,1,"Married   ","9.85",7,"Buana Indah         ","Buana               ","General Trade       ","3316694","114590111","P7","Coffee Candy        ","9400","2022-07-01",5,"9400","47000"
"TR88599",438,36,1,"Single    ","5.43",3,"Prima Kota          ","Prima               ","Modern Trade        ","-7797068","110370529","P10","Cheese Stick        ","15000","2022-07-01",1,"15000","15000"
"TR92085",378,54,0,"Married   ","14.66",14,"Priangan            ","Priangan            ","Modern Trade        ","-5.45","10526667","P10","Cheese Stick        ","15000","2022-07-01",1,"15000","15000"
"TR9874",348,29,1,"Married   ","4.64",1,"Prima Tendean       ","Prima               ","Modern Trade        ","-6.2","106816666","P9","Yoghurt             ","10000","2022-07-01",7,"10000","70000"
"TR98897",233,43,1,"Married   ","5.69",11,"Sinar Harapan       ","Prestasi            ","General Trade       ","0.533505","101447403","P6","Cashew              ","18000","2022-07-01",4,"18000","72000"
"TR17337",155,40,0,"Married   ","7.17",10,"Harapan Baru        ","Harapan Baru        ","General Trade       ","3597031","98678513","P4","Potato Chip         ","12000","2022-07-02",1,"12000","12000"
"TR18471",17,35,0,"Married   ","3.14",5,"Bonafid             ","Gita                ","General Trade       ","-7250445","112768845","P9","Yoghurt             ","10000","2022-07-02",1,"10000","10000"
"TR19616",302,51,0,"Married   ","15.43",2,"Prima Kelapa Dua    ","Prima               ","Modern Trade        ","-6914864","107608238","P8","Oat                 ","16000","2022-07-02",3,"16000","48000"
"TR34452",218,29,0,"Married   ","3.52",12,"Prestasi Utama      ","Prestasi            ","General Trade       ","-2990934","104756554","P7","Coffee Candy        ","9400","2022-07-02",5,"9400","47000"
"TR35601",356,56,0,"Married   ","13.25",9,"Lingga              ","Lingga              ","Modern Trade        ","-3654703","128190643","P10","Cheese Stick        ","15000","2022-07-02",3,"15000","45000"
"TR37048",281,35,0,"Married   ","3.03",13,"Buana               ","Buana               ","General Trade       ","-126916","116825264","P3","Crackers            ","7500","2022-07-02",2,"7500","15000"
"TR42480",310,23,0,"Married   ","4.17",10,"Harapan Baru        ","Harapan Baru        ","General Trade       ","3597031","98678513","P3","Crackers            ","7500","2022-07-02",6,"7500","45000"
"TR43486",125,55,1,"Married   ","12.75",7,"Buana Indah         ","Buana               ","General Trade       ","3316694","114590111","P5","Thai Tea            ","4200","2022-07-02",4,"4200","16800"
"TR46328",172,57,1,"Married   ","8.96",1,"Prima Tendean       ","Prima               ","Modern Trade        ","-6.2","106816666","P4","Potato Chip         ","12000","2022-07-02",5,"12000","60000"
"TR61763",380,40,0,"Married   ","5.77",10,"Harapan Baru        ","Harapan Baru        ","General Trade       ","3597031","98678513","P9","Yoghurt             ","10000","2022-07-02",3,"10000","30000"
"TR82925",325,37,0,"Single    ","3.25",1,"Prima Tendean       ","Prima               ","Modern Trade        ","-6.2","106816666","P5","Thai Tea            ","4200","2022-07-02",3,"4200","12600"
"TR85800",149,61,1,"Married   ","3.96",7,"Buana Indah         ","Buana               ","General Trade       ","3316694","114590111","P3","Crackers            ","7500","2022-07-02",1,"7500","7500"
"TR89488",92,60,0,"Married   ","10.72",14,"Priangan            ","Priangan            ","Modern Trade        ","-5.45","10526667","P5","Thai Tea            ","4200","2022-07-02",4,"4200","16800"
"TR91570",52,37,0,"Married   ","3.73",9,"Lingga              ","Lingga              ","Modern Trade        ","-3654703","128190643","P1","Choco Bar           ","8800","2022-07-02",9,"8800","79200"
"TR10947",174,45,1,"Married   ","17.34",13,"Buana               ","Buana               ","General Trade       ","-126916","116825264","P9","Yoghurt             ","10000","2022-07-03",4,"10000","40000"
"TR1281",81,44,0,"Married   ","19.49",13,"Buana               ","Buana               ","General Trade       ","-126916","116825264","P9","Yoghurt             ","10000","2022-07-03",1,"10000","10000"
"TR13665",142,23,1,"Single    ","1.58",14,"Priangan            ","Priangan            ","Modern Trade        ","-5.45","10526667","P2","Ginger Candy        ","3200","2022-07-03",6,"3200","19200"
"TR16195",220,45,0,"Married   ","16.35",7,"Buana Indah         ","Buana               ","General Trade       ","3316694","114590111","P6","Cashew              ","18000","2022-07-03",3,"18000","54000"
"TR20979",270,49,1,"Married   ","8.81",14,"Priangan            ","Priangan            ","Modern Trade        ","-5.45","10526667","P10","Cheese Stick        ","15000","2022-07-03",5,"15000","75000"
"TR225",400,23,1,"Single    ","2.79",7,"Buana Indah         ","Buana               ","General Trade       ","3316694","114590111","P5","Thai Tea            ","4200","2022-07-03",2,"4200","8400"
"TR2611",360,54,0,"Married   ","35.78",9,"Lingga              ","Lingga              ","Modern Trade        ","-3654703","128190643","P8","Oat                 ","16000","2022-07-03",1,"16000","16000"
"TR31751",108,25,0,"Single    ","6.87",13,"Buana               ","Buana               ","General Trade       ","-126916","116825264","P7","Coffee Candy        ","9400","2022-07-03",2,"9400","18800"
"TR40115",299,37,1,"Married   ","4.54",1,"Prima Tendean       ","Prima               ","Modern Trade        ","-6.2","106816666","P7","Coffee Candy        ","9400","2022-07-03",6,"9400","56400"
"TR456",393,22,0,"Single    ","0",2,"Prima Kelapa Dua    ","Prima               ","Modern Trade        ","-6914864","107608238","P9","Yoghurt             ","10000","2022-07-03",5,"10000","50000"
"TR49304",72,26,0,"Single    ","1.81",8,"Sinar Harapan       ","Harapan Baru        ","General Trade       ","554829","95323753","P3","Crackers            ","7500","2022-07-03",4,"7500","30000"
"TR63644",149,61,1,"Married   ","3.96",12,"Prestasi Utama      ","Prestasi            ","General Trade       ","-2990934","104756554","P7","Coffee Candy        ","9400","2022-07-03",5,"9400","47000"
"TR66398",390,20,1,"Single    ","3.7",8,"Sinar Harapan       ","Harapan Baru        ","General Trade       ","554829","95323753","P3","Crackers            ","7500","2022-07-03",1,"7500","7500"
"TR71129",7,31,0,"Married   ","4.57",11,"Sinar Harapan       ","Prestasi            ","General Trade       ","0.533505","101447403","P9","Yoghurt             ","10000","2022-07-03",2,"10000","20000"
"TR71642",233,43,1,"Married   ","5.69",11,"Sinar Harapan       ","Prestasi            ","General Trade       ","0.533505","101447403","P1","Choco Bar           ","8800","2022-07-03",4,"8800","35200"
"TR96325",13,23,0,"Single    ","2.03",12,"Prestasi Utama      ","Prestasi            ","General Trade       ","-2990934","104756554","P5","Thai Tea            ","4200","2022-07-03",5,"4200","21000"
"TR18804",217,39,1,"Single    ","6.96",7,"Buana Indah         ","Buana               ","General Trade       ","3316694","114590111","P2","Ginger Candy        ","3200","2022-07-04",7,"3200","22400"
"TR18916",39,66,1,"Married   ","6.19",1,"Prima Tendean       ","Prima               ","Modern Trade        ","-6.2","106816666","P9","Yoghurt             ","10000","2022-07-04",7,"10000","70000"
"TR2485",384,59,1,"Married   ","4.42",13,"Buana               ","Buana               ","General Trade       ","-126916","116825264","P3","Crackers            ","7500","2022-07-04",6,"7500","45000"
"TR3208",259,59,1,"Married   ","4.44",6,"Lingga              ","Lingga              ","Modern Trade        ","-5135399","11942379","P7","Coffee Candy        ","9400","2022-07-04",6,"9400","56400"
"TR54646",112,31,1,"Married   ","4.44",5,"Bonafid             ","Gita                ","General Trade       ","-7250445","112768845","P10","Cheese Stick        ","15000","2022-07-04",5,"15000","75000"
"TR72546",237,35,1,"Married   ","8.14",8,"Sinar Harapan       ","Harapan Baru        ","General Trade       ","554829","95323753","P5","Thai Tea            ","4200","2022-07-04",5,"4200","21000"
"TR74803",47,35,1,"Married   ","9.56",7,"Buana Indah         ","Buana               ","General Trade       ","3316694","114590111","P9","Yoghurt             ","10000","2022-07-04",1,"10000","10000"
"TR79007",140,54,0,"Married   ","9.57",3,"Prima Kota          ","Prima               ","Modern Trade        ","-7797068","110370529","P5","Thai Tea            ","4200","2022-07-04",3,"4200","12600"
"TR16451",343,29,0,"Married   ","2.26",2,"Prima Kelapa Dua    ","Prima               ","Modern Trade        ","-6914864","107608238","P8","Oat                 ","16000","2022-07-05",3,"16000","48000"
"TR19197",16,52,0,"Married   ","11.8",5,"Bonafid             ","Gita                ","General Trade       ","-7250445","112768845","P6","Cashew              ","18000","2022-07-05",1,"18000","18000"
"TR20454",266,72,1,"Married   ","4.72",6,"Lingga              ","Lingga              ","Modern Trade        ","-5135399","11942379","P10","Cheese Stick        ","15000","2022-07-05",3,"15000","45000"
"TR20792",58,27,1,"Married   ","4.43",3,"Prima Kota          ","Prima               ","Modern Trade        ","-7797068","110370529","P5","Thai Tea            ","4200","2022-07-05",5,"4200","21000"
"TR21762",5,58,1,"Married   ","3.57",1,"Prima Tendean       ","Prima               ","Modern Trade        ","-6.2","106816666","P9","Yoghurt             ","10000","2022-07-05",7,"10000","70000"
"TR31724",409,47,0,"Married   ","28.23",9,"Lingga              ","Lingga              ","Modern Trade        ","-3654703","128190643","P10","Cheese Stick        ","15000","2022-07-05",3,"15000","45000"
"TR37789",10,34,1,"          ","4",6,"Lingga              ","Lingga              ","Modern Trade        ","-5135399","11942379","P4","Potato Chip         ","12000","2022-07-05",1,"12000","12000"
"TR51478",239,41,1,"Married   ","6.55",3,"Prima Kota          ","Prima               ","Modern Trade        ","-7797068","110370529","P5","Thai Tea            ","4200","2022-07-05",2,"4200","8400"
"TR57847",363,35,0,"Married   ","6.05",4,"Gita Ginara         ","Gita                ","General Trade       ","-6966667","110416664","P1","Choco Bar           ","8800","2022-07-05",10,"8800","88000"
"TR69229",46,36,1,"Married   ","8.31",4,"Gita Ginara         ","Gita                ","General Trade       ","-6966667","110416664","P8","Oat                 ","16000","2022-07-05",2,"16000","32000"
"TR74692",89,32,0,"Married   ","9.68",9,"Lingga              ","Lingga              ","Modern Trade        ","-3654703","128190643","P10","Cheese Stick        ","15000","2022-07-05",2,"15000","30000"
"TR78634",198,45,0,"Married   ","10.69",1,"Prima Tendean       ","Prima               ","Modern Trade        ","-6.2","106816666","P5","Thai Tea            ","4200","2022-07-05",2,"4200","8400"
"TR92181",342,48,1,"Married   ","13.55",14,"Priangan            ","Priangan            ","Modern Trade        ","-5.45","10526667","P2","Ginger Candy        ","3200","2022-07-05",3,"3200","9600"
"TR93280",287,36,0,"Single    ","3.7",7,"Buana Indah         ","Buana               ","General Trade       ","3316694","114590111","P3","Crackers            ","7500","2022-07-05",3,"7500","22500"
"TR13781",54,42,0,"Single    ","9.68",1,"Prima Tendean       ","Prima               ","Modern Trade        ","-6.2","106816666","P3","Crackers            ","7500","2022-07-06",6,"7500","45000"
"TR18051",27,43,0,"Married   ","17.42",5,"Bonafid             ","Gita                ","General Trade       ","-7250445","112768845","P8","Oat                 ","16000","2022-07-06",2,"16000","32000"
"TR18373",444,53,0,"Married   ","15.31",3,"Prima Kota          ","Prima               ","Modern Trade        ","-7797068","110370529","P4","Potato Chip         ","12000","2022-07-06",2,"12000","24000"
"TR27786",422,21,1,"Single    ","3.88",1,"Prima Tendean       ","Prima               ","Modern Trade        ","-6.2","106816666","P7","Coffee Candy        ","9400","2022-07-06",4,"9400","37600"
"TR32727",223,62,1,"Single    ","5.35",6,"Lingga              ","Lingga              ","Modern Trade        ","-5135399","11942379","P8","Oat                 ","16000","2022-07-06",3,"16000","48000"
"TR35138",276,31,1,"Married   ","8.96",9,"Lingga              ","Lingga              ","Modern Trade        ","-3654703","128190643","P1","Choco Bar           ","8800","2022-07-06",10,"8800","88000"
"TR5562",141,65,1,"Married   ","9.94",7,"Buana Indah         ","Buana               ","General Trade       ","3316694","114590111","P5","Thai Tea            ","4200","2022-07-06",3,"4200","12600"
"TR57283",2,60,1,"Married   ","6.23",5,"Bonafid             ","Gita                ","General Trade       ","-7250445","112768845","P5","Thai Tea            ","4200","2022-07-06",3,"4200","12600"
"TR6695",220,45,0,"Married   ","16.35",8,"Sinar Harapan       ","Harapan Baru        ","General Trade       ","554829","95323753","P9","Yoghurt             ","10000","2022-07-06",3,"10000","30000"
"TR77916",229,32,0,"Married   ","10.17",14,"Priangan            ","Priangan            ","Modern Trade        ","-5.45","10526667","P3","Crackers            ","7500","2022-07-06",5,"7500","37500"
"TR87271",237,35,1,"Married   ","8.14",2,"Prima Kelapa Dua    ","Prima               ","Modern Trade        ","-6914864","107608238","P9","Yoghurt             ","10000","2022-07-06",2,"10000","20000"
"TR87345",4,31,1,"Married   ","4.87",3,"Prima Kota          ","Prima               ","Modern Trade        ","-7797068","110370529","P5","Thai Tea            ","4200","2022-07-06",3,"4200","12600"
"TR97169",158,49,1,"Married   ","5.6",14,"Priangan            ","Priangan            ","Modern Trade        ","-5.45","10526667","P5","Thai Tea            ","4200","2022-07-06",2,"4200","8400"
"TR2430",189,59,1,"Single    ","5.15",7,"Buana Indah         ","Buana               ","General Trade       ","3316694","114590111","P4","Potato Chip         ","12000","2022-07-07",4,"12000","48000"
"TR26517",133,47,1,"Married   ","20.81",4,"Gita Ginara         ","Gita                ","General Trade       ","-6966667","110416664","P10","Cheese Stick        ","15000","2022-07-07",4,"15000","60000"
"TR27651",15,30,0,"Married   ","4.52",2,"Prima Kelapa Dua    ","Prima               ","Modern Trade        ","-6914864","107608238","P6","Cashew              ","18000","2022-07-07",3,"18000","54000"
"TR28097",355,19,1,"Single    ","0",10,"Harapan Baru        ","Harapan Baru        ","General Trade       ","3597031","98678513","P5","Thai Tea            ","4200","2022-07-07",5,"4200","21000"
"TR30435",95,52,0,"Married   ","17.42",7,"Buana Indah         ","Buana               ","General Trade       ","3316694","114590111","P8","Oat                 ","16000","2022-07-07",2,"16000","32000"
"TR36777",305,29,1,"Married   ","4.08",12,"Prestasi Utama      ","Prestasi            ","General Trade       ","-2990934","104756554","P5","Thai Tea            ","4200","2022-07-07",4,"4200","16800"
"TR37642",3,32,1,"Married   ","9.17",2,"Prima Kelapa Dua    ","Prima               ","Modern Trade        ","-6914864","107608238","P7","Coffee Candy        ","9400","2022-07-07",4,"9400","37600"
"TR40524",84,54,0,"Married   ","18.12",2,"Prima Kelapa Dua    ","Prima               ","Modern Trade        ","-6914864","107608238","P10","Cheese Stick        ","15000","2022-07-07",3,"15000","45000"
"TR42912",77,26,0,"Married   ","4.67",9,"Lingga              ","Lingga              ","Modern Trade        ","-3654703","128190643","P9","Yoghurt             ","10000","2022-07-07",6,"10000","60000"
"TR457",246,40,1,"Single    ","21.81",7,"Buana Indah         ","Buana               ","General Trade       ","3316694","114590111","P8","Oat                 ","16000","2022-07-07",1,"16000","16000"
